REAPER ACTIONS WITH DESCRIPTIONS
Format: ActionID|Description
42372|FX: Show last focused FX embedded UI in MCP
42373|View: Show TCP on right side of arrange
42374|Item properties: Set item rate from user-supplied source media tempo/bpm...
42375|Item properties: Set item timebase to beats (auto-stretch at tempo changes)
42376|Media item: Clear and recalculate auto-stretch at project tempo changes
42377|Media item: Add stretch markers at project tempo changes
42378|MIDI: Clear retroactive MIDI history
42380|Item: Convert embedded source transient information to transient guides
42381|Envelopes: Move selected points up a tiny bit
42382|Envelopes: Move selected points down a tiny bit
42383|Automation lane: Increase active fader a tiny bit
42384|Automation lane: Decrease active fader a tiny bit
42385|Item: Add/edit take marker at play position or edit cursor
42386|Item: Delete take marker at cursor
42387|Item: Delete all take markers
42388|Item: Add/edit take marker at mouse position
42389|Item: Delete take marker at mouse position
42390|Item: Quick add take marker at play position or edit cursor
42391|Item: Quick add take marker at mouse position
42392|Options: Show theme color controls
42393|Item: Set cursor to previous take marker in selected items
42394|Item: Set cursor to next take marker in selected items
42395|Clear tempo envelope
42397|File: Show project render metadata window
42398|Item: Paste items/tracks
42399|Razor edit: Move areas forwards without contents
42400|Razor edit: Move areas backwards without contents
42401|Mouse modifiers: Swap arrange view right-drag modifiers for marquee item selection and select razor edit area
42402|Razor edit: Move areas up without contents
42403|Razor edit: Move areas down without contents
42404|Toolbar: Open/close media explorer toolbar
42405|Toolbars: Switch to media explorer toolbar
42406|Razor edit: Clear all areas
42407|Create measure from time selection (detect tempo, try to create single measure)
42409|Razor edit: Enclose media items, including space between items
42411|Open selected item source media in explorer/finder
42412|Razor edit: Create area from cursor to mouse
42413|Track: 2nd pass render selected area of tracks to stereo post-fader stem tracks (and mute originals)
42414|Track: 2nd pass render selected area of tracks to multichannel post-fader stem tracks (and mute originals)
42415|Track: 2nd pass render selected area of tracks to mono post-fader stem tracks (and mute originals)
42416|Track: 2nd pass render selected area of tracks to stereo stem tracks (and mute originals)
42417|Track: 2nd pass render selected area of tracks to multichannel stem tracks (and mute originals)
42418|Track: 2nd pass render selected area of tracks to mono stem tracks (and mute originals)
42419|Item properties: Display item source time ruler, apply media source BWF start offset
42420|Item properties: Display item source time ruler in H:M:S:F format, apply media source BWF start offset
42421|Options: Always trim content behind razor edits (otherwise, follow media item editing preferences)
42422|Track: Insert new 7.1 surround track, embed ReaSurroundPan in TCP
42423|Track: Insert new 7.1.2 surround track, embed ReaSurroundPan in TCP
42424|Track: Insert new 7.1.4 surround track, embed ReaSurroundPan in TCP
42425|Track: Insert/display ReaSurroundPan in TCP
42426|Track: Insert/display ReaSurroundPan in MCP
42429|Item properties: Open media item take channel mapper for selected items
42430|Track properties: Toggle fixed item lanes
42431|Track properties: Set fixed item lanes
42432|Item: Glue items within time selection
42433|Item: Glue items, including leading fade-in and trailing fade-out
42434|Item: Glue items (auto-increase channel count with take FX)
42435|Ruler: Display region number even if region is named
42436|Ruler: Display region number/name when region edge is not visible
42437|Calculate loudness of selected items, including take and track FX and settings, via dry run render
42438|Calculate loudness of selected tracks via dry run render
42439|Calculate loudness of selected tracks within time selection via dry run render
42440|Calculate loudness of master mix via dry run render
42441|Calculate loudness of master mix within time selection via dry run render
42442|Track: Set meters to stereo peaks
42443|Track: Set meters to combined RMS
42444|Track: Set meters to LUFS-M (momentary loudness)
42445|Track: Set meters to LUFS-S (short-term loudness, readout=max)
42446|Track: Set meters to stereo RMS
42447|Calculate mono loudness of selected tracks via dry run render
42448|Calculate mono loudness of selected tracks within time selection via dry run render
42449|Peaks: Reset peaks display zoom for project
42450|Track: Set meters to multichannel peaks
42451|Track: Set meters to LUFS-S (short-term loudness, readout=current)
42452|Track: LUFS measures first two channels only
42453|Track: Move all media items to new hidden child track
42454|Track: Move all media items from all hidden child tracks
42455|FX: Toggle delta solo for last focused FX
42456|Options: Set metronome speed to 1x
42457|Options: Set metronome speed to 2x
42458|Options: Set metronome speed to 4x
42459|Options: Razor edits in media item lane affect all track envelopes
42460|Item properties: Normalize items (peak/RMS/LUFS)...
42461|Item properties: Normalize items using most recent settings
42462|Item properties: Normalize items using most recent settings (reset to unity if already normalized)
42463|Item properties: Normalize items using most recent settings (force normalize as if one long item)
42464|Item properties: Normalize items using most recent settings (force normalize each item separately)
42465|MIDI: Reload track support data (bank/program files, notation, etc) for all MIDI items on selected tracks
42466|FX: Clear delta solo for all FX on selected tracks
42467|FX: Clear delta solo for all project FX
42468|Calculate loudness of selected items source media via dry run render
42469|Track lanes: Select items in lane under mouse
42471|Track lanes: Record into lane under mouse
42472|Track lanes: Rename lane under mouse
42473|Fixed lane comp area: Delete comp area but not media items
42474|Razor edit: Set loop points to razor edit area
42475|Razor edit: Create fixed lane comp area
42476|Item: Set snap offset for item under mouse to mouse position
42477|Options: Allow drag/drop media import to target the top part of a track to insert a new track to receive the media
42478|Track lanes: Play only lane under mouse
42479|Track lanes: Play all lanes for track under mouse
42480|Track lanes: Toggle playing lane under mouse
42481|Track lanes: Play only previous lane
42482|Track lanes: Play only next lane
42483|Track lanes: Play only previous lane for track under mouse
42484|Track lanes: Play only next lane for track under mouse
42486|Track lanes: Comp into new empty lane for track under mouse
42487|Track lanes: Comp into a new copy of lane under mouse for track under mouse
42490|Track lanes: Play no lanes for track under mouse
42491|Fixed lane comp area: Move comp area at mouse up
42492|Fixed lane comp area: Move comp area at mouse down
42493|Fixed lane comp area: Move comp area at mouse to lane under mouse
42495|Fixed lane comp area: Set loop points to comp area
42496|Fixed lane comp area: Delete comp area edge
42497|File: Open render statistics charts from most recent render in web browser
42498|Razor edit: Move nearest area edge to edit cursor
42499|Track lanes: Comp into lane under mouse for track under mouse
42500|Track lanes: Insert empty lane at top of track
42501|Track lanes: Delete lane at top of track (including media items)
42504|Fixed lane comp area: Set loop points to comp area at mouse
42505|Track lanes: Duplicate items from playing lanes to new lanes
42506|Track lanes: Turn off comping for track under mouse
42510|File: Open render statistics charts from most recent render in web browser (hide file paths)
42511|Group: Enable group 01
42512|Group: Enable group 02
42513|Group: Enable group 03
42514|Group: Enable group 04
42515|Group: Enable group 05
42516|Group: Enable group 06
42517|Group: Enable group 07
42518|Group: Enable group 08
42519|Group: Enable group 09
42520|Group: Enable group 10
42521|Group: Enable group 11
42522|Group: Enable group 12
42523|Group: Enable group 13
42524|Group: Enable group 14
42525|Group: Enable group 15
42526|Group: Enable group 16
42527|Group: Enable group 17
42528|Group: Enable group 18
42529|Group: Enable group 19
42530|Group: Enable group 20
42531|Group: Enable group 21
42532|Group: Enable group 22
42533|Group: Enable group 23
42534|Group: Enable group 24
42535|Group: Enable group 25
42536|Group: Enable group 26
42537|Group: Enable group 27
42538|Group: Enable group 28
42539|Group: Enable group 29
42540|Group: Enable group 30
42541|Group: Enable group 31
42542|Group: Enable group 32
42543|Group: Enable group 33
42544|Group: Enable group 34
42545|Group: Enable group 35
42546|Group: Enable group 36
42547|Group: Enable group 37
42548|Group: Enable group 38
42549|Group: Enable group 39
42550|Group: Enable group 40
42551|Group: Enable group 41
42552|Group: Enable group 42
42553|Group: Enable group 43
42554|Group: Enable group 44
42555|Group: Enable group 45
42556|Group: Enable group 46
42557|Group: Enable group 47
42558|Group: Enable group 48
42559|Group: Enable group 49
42560|Group: Enable group 50
42561|Group: Enable group 51
42562|Group: Enable group 52
42563|Group: Enable group 53
42564|Group: Enable group 54
42565|Group: Enable group 55
42566|Group: Enable group 56
42567|Group: Enable group 57
42568|Group: Enable group 58
42569|Group: Enable group 59
42570|Group: Enable group 60
42571|Group: Enable group 61
42572|Group: Enable group 62
42573|Group: Enable group 63
42574|Group: Enable group 64
42575|Item: Split item under mouse cursor (no change selection)
42577|Item: Split item under mouse cursor (select right)
42578|Track: Create new track media/razor editing group for selected tracks
42579|Track: Remove selected tracks from all track media/razor editing groups
42580|Track: Automatically group all tracks for media/razor editing
42581|Track: Automatically group selected tracks for media/razor editing
42585|Track: Turn off automatic track grouping
42587|Track lanes: Move items to top lane
42588|Track lanes: Move items to bottom lane
42589|Track: Render tracks to multichannel (parent send only) post-fader stem tracks (and mute originals)
42590|Track: Render tracks to multichannel (parent send only) stem tracks (and mute originals)
42591|Track: Render selected area of tracks to multichannel (parent send only) post-fader stem tracks (and mute originals)
42592|Track: Render selected area of tracks to multichannel (parent send only) stem tracks (and mute originals)
42593|Track: 2nd pass render selected area of tracks to multichannel (parent send only) post-fader stem tracks (and mute originals)
42594|Track: 2nd pass render selected area of tracks to multichannel (parent send only) stem tracks (and mute originals)
42595|Fixed lane comp area: Delete comp area edge at mouse
42596|Tracks: Implode selected items across tracks to one fixed lane track
42597|Track: Toggle allow editing media items while comping
42598|Track: Toggle allow editing media items while comping for track at mouse
42599|Fixed lane comp area: Add comp area between previous and next comp areas for lane at mouse
42600|Fixed lane comp area: Split comp area at edit cursor
42601|Options: Razor edits on collapsed fixed lane tracks affect all lanes
42602|Fixed lane comp area: Split media items at comp area edges
42603|Fixed lane comp area: Split media items at edges of comp area at mouse
42606|Item: Remove active takes from ARA edit pool (unpool)
42607|Item: Select all other media items that share pooled ARA edits with selected items
42608|Item: Select all other media items that share the same source media as selected items
42609|Item: Return active takes to ARA edit pool (re-pool)
42610|Track properties: Show/hide fixed lane buttons
42611|Move comp area at mouse down, or switch items to next take
42612|Move comp area at mouse up, or switch items to previous take
42613|Fixed lane comp area: Add comp area from mouse position to next area or end of media
42615|Mouse modifiers: Set arrange view override mouse modifiers A
42616|Mouse modifiers: Toggle arrange view override mouse modifiers A
42617|Mouse modifiers: Set arrange view override mouse modifiers B
42618|Mouse modifiers: Toggle arrange view override mouse modifiers B
42619|Mouse modifiers: Set arrange view override mouse modifiers C
42620|Mouse modifiers: Toggle arrange view override mouse modifiers C
42621|Mouse modifiers: Clear arrange view override mouse modifiers
42622|Mouse modifiers: Set arrange view override mouse modifiers A until next mouseup
42623|Mouse modifiers: Set arrange view override mouse modifiers B until next mouseup
42624|Mouse modifiers: Set arrange view override mouse modifiers C until next mouseup
42626|Peaks: Force mono peaks
42629|Track lanes: Delete source media within comp areas and re-comp
42630|Razor edit: Enclose media items
42631|Options: Toggle auto-fade/auto-crossfade when comping in fixed lanes
42632|Mouse modifiers: Set arrange view override mouse modifiers D
42633|Mouse modifiers: Toggle arrange view override mouse modifiers D
42634|Mouse modifiers: Set arrange view override mouse modifiers D until next mouseup
42635|Take: Explode takes on selected tracks to fixed lanes
42636|Take: Explode takes on selected tracks to fixed lanes and add comp areas from active takes
42637|Take: Implode selected fixed lane tracks to takes using best efforts (overlapping items may be shortened)
42638|Track properties: Toggle show/play only one fixed item lane
42639|Tracks: Explode selected items on fixed lane tracks to one new track per lane
42640|Options: Preserve trailing values when recording automation
42641|Fixed lane comp area: Split comp area at mouse position
42642|Fixed lane comp area: Delete comp area
42643|Fixed lane comp area: Delete comp area at mouse
42644|Fixed lane comp area: Delete comp area at mouse but not media items
42645|Track: Toggle comping
42646|Track: Toggle comping for track at mouse
42647|Track lanes: Add empty lane at bottom of track
42648|Track lanes: Delete lane at bottom of track (including media items)
42649|Track lanes: Comp into new empty lane for track under mouse, automatically creating comp areas
42650|FX: Toggle map to container parameter for last touched FX parameter
42652|Track lanes: Add comp areas for selected items
42653|Project tabs: Display video from background projects if active project lacks video
42654|Track lanes: Copy edited media items to new lane and re-comp for track under mouse
42655|Item: Maximize height of selected items in free item positioning mode
42657|Fixed lane comp area: Add comp area at time selection for lane at mouse
42659|Track: Toggle automatically delete empty fixed lanes at bottom of track
42660|Track properties: Toggle fixed item lanes (convert takes to lanes)
42661|Track properties: Set fixed lanes (convert takes to lanes)
42662|Track properties: Unset free item positioning/fixed item lanes (convert fixed lanes to takes)
42663|ReaScript: Show ReaScript console
42664|ReaScript: Clear contents of ReaScript console
42665|Track: Insert visual spacer before tracks
42666|Track: Insert visual spacer after tracks
42667|Track: Remove visual spacer before tracks
42668|Track: Remove visual spacer after tracks
42669|Track: Insert visual spacer before and after tracks
42670|Track: Remove track spacers
42671|Track: Insert visual spacer before last touched track
42672|Track: Insert visual spacer after last touched track
42673|Track: Remove visual spacer before last touched track
42674|Track: Remove visual spacer after last touched track
42675|Track: Toggle automatically creating comp areas for new recording while comping
42676|Track lanes: Delete lane under mouse (including media items)
42677|Options: New recording adds media items in layers
42678|View: Show envelope manager window
42679|Regions: Select/unselect all regions for rendering
42680|Item: Up-rank active take or last recording pass
42681|Item: Down-rank active take or last recording pass
42682|Item: Delete takes that are down-ranked (no confirm)
42683|Track lanes: Delete comp areas (including source media) for track under mouse
42684|Track lanes: Delete source media within comp areas and re-comp for track under mouse
42685|Item: Apply first track FX to items
42686|Item: Apply first take FX to items
42687|Item: Apply first track FX to items (mono output)
42688|Item: Apply first take FX to items (mono output)
42689|Track lanes: Delete lanes with no media items
42690|Track lanes: Delete lanes (including media items) with no comp areas
42691|Track lanes: Delete lanes (including media items) that are not playing
42692|Track lanes: Turn off comping
42693|Item: Set all media item takes that share the same source media to the same random color
42694|Tracks: Copy items on currently-playing lanes on selected fixed lane tracks to one new track per lane
42695|Tracks: Explode items on selected fixed lane tracks to one new track per lane
42696|Track: Show/hide children of selected folder tracks in TCP
42697|View: Toggle track zoom to default height
42698|View: Cycle track zoom between minimum, default, and maximum height (limit to 100% of arrange view)
42699|Options: Do not display tracks in folder when folder is fully collapsed
42700|View: Toggle track zoom to maximum height (even if over 100% of arrange view)
42701|View: Cycle track zoom between minimum, default, and maximum height (even if over 100% of arrange view)
42702|Options: Toggle new recording adds lanes (new lanes play exclusively)
42703|Track lanes: Reset all lane names for track under mouse
42704|Track properties: Toggle fixed item lanes big/small
42705|Track: Display gain reduction in track meters for plug-ins that support it
42707|Fixed lane comp area: Move comp area up for selected items
42708|Fixed lane comp area: Move comp area down for selected items
42711|Fixed lane comp area: Set loop points to comp area at mouse (half second preroll/postroll)
42712|Fixed lane comp area: Set loop points to comp area at mouse (one second preroll/postroll)
42713|Toolbar: Open/close toolbar 17
42714|Toolbar: Open/close toolbar 18
42715|Toolbar: Open/close toolbar 19
42716|Toolbar: Open/close toolbar 20
42717|Toolbar: Open/close toolbar 21
42718|Toolbar: Open/close toolbar 22
42719|Toolbar: Open/close toolbar 23
42720|Toolbar: Open/close toolbar 24
42721|Toolbar: Open/close toolbar 25
42722|Toolbar: Open/close toolbar 26
42723|Toolbar: Open/close toolbar 27
42724|Toolbar: Open/close toolbar 28
42725|Toolbar: Open/close toolbar 29
42726|Toolbar: Open/close toolbar 30
42727|Toolbar: Open/close toolbar 31
42728|Toolbar: Open/close toolbar 32
42729|Toolbars: Switch to toolbar 17
42730|Toolbars: Switch to toolbar 18
42731|Toolbars: Switch to toolbar 19
42732|Toolbars: Switch to toolbar 20
42733|Toolbars: Switch to toolbar 21
42734|Toolbars: Switch to toolbar 22
42735|Toolbars: Switch to toolbar 23
42736|Toolbars: Switch to toolbar 24
42737|Toolbars: Switch to toolbar 25
42738|Toolbars: Switch to toolbar 26
42739|Toolbars: Switch to toolbar 27
42740|Toolbars: Switch to toolbar 28
42741|Toolbars: Switch to toolbar 29
42742|Toolbars: Switch to toolbar 30
42743|Toolbars: Switch to toolbar 31
42744|Toolbars: Switch to toolbar 32
42745|Toolbar: Open/close MIDI toolbar 9
42746|Toolbar: Open/close MIDI toolbar 10
42747|Toolbar: Open/close MIDI toolbar 11
42748|Toolbar: Open/close MIDI toolbar 12
42749|Toolbar: Open/close MIDI toolbar 13
42750|Toolbar: Open/close MIDI toolbar 14
42751|Toolbar: Open/close MIDI toolbar 15
42752|Toolbar: Open/close MIDI toolbar 16
42753|Toolbars: Switch to MIDI toolbar 9
42754|Toolbars: Switch to MIDI toolbar 10
42755|Toolbars: Switch to MIDI toolbar 11
42756|Toolbars: Switch to MIDI toolbar 12
42757|Toolbars: Switch to MIDI toolbar 13
42758|Toolbars: Switch to MIDI toolbar 14
42759|Toolbars: Switch to MIDI toolbar 15
42760|Toolbars: Switch to MIDI toolbar 16
42761|Toolbar: Open toolbar 17 at mouse cursor
42762|Toolbar: Open toolbar 18 at mouse cursor
42763|Toolbar: Open toolbar 19 at mouse cursor
42764|Toolbar: Open toolbar 20 at mouse cursor
42765|Toolbar: Open toolbar 21 at mouse cursor
42766|Toolbar: Open toolbar 22 at mouse cursor
42767|Toolbar: Open toolbar 23 at mouse cursor
42768|Toolbar: Open toolbar 24 at mouse cursor
42769|Toolbar: Open toolbar 25 at mouse cursor
42770|Toolbar: Open toolbar 26 at mouse cursor
42771|Toolbar: Open toolbar 27 at mouse cursor
42772|Toolbar: Open toolbar 28 at mouse cursor
42773|Toolbar: Open toolbar 29 at mouse cursor
42774|Toolbar: Open toolbar 30 at mouse cursor
42775|Toolbar: Open toolbar 31 at mouse cursor
42776|Toolbar: Open toolbar 32 at mouse cursor
42777|Toolbar: Open MIDI toolbar 9 at mouse cursor
42778|Toolbar: Open MIDI toolbar 10 at mouse cursor
42779|Toolbar: Open MIDI toolbar 11 at mouse cursor
42780|Toolbar: Open MIDI toolbar 12 at mouse cursor
42781|Toolbar: Open MIDI toolbar 13 at mouse cursor
42782|Toolbar: Open MIDI toolbar 14 at mouse cursor
42783|Toolbar: Open MIDI toolbar 15 at mouse cursor
42784|Toolbar: Open MIDI toolbar 16 at mouse cursor
42785|Track: Move tracks to new folder
42786|Track: Move tracks to folder...
42787|Track lanes: Move items down to first available lane, add lane if needed
42788|Options: Track media/razor edit grouping affects only items that start and end at the same time
42789|Track lanes: Delete comp areas for track under mouse
42790|Track lanes: Play only first lane
42791|Track lanes: Play only first lane for track under mouse
42792|Transport: Secondary time unit: Measures.Beats
42793|Options: When auto-punch recording into a fixed lane track, add the whole recording
42794|Options: Do not change comp area source lane when clicking empty track space
42795|Options: Avoid including empty track space in comp areas
42796|Track lanes: Delete all lanes (including media items)
42797|Track lanes: Comp into new empty lane
42798|Track lanes: Comp into new empty lane, automatically creating comp areas
42799|Track lanes: Play all lanes
42800|Track lanes: Play no lanes
42801|Track lanes: Reset all lane names
42802|Track lanes: Copy edited media items with no matching source lane to new lane and re-comp
42933|Track lanes: Delete all lanes except lane under mouse for track under mouse (including media items)
42938|Track lanes: Move items up if possible to minimize lane usage (preserve relative lane positions)
42940|Track lanes: Media items in higher numbered lanes mask playback of lower lanes for track under mouse
42941|Track lanes: Media items in higher numbered lanes mask playback of lower lanes
42942|Track: Crop to playing media items for track under mouse
42943|Track: Crop to playing media items
42944|Track: Crop to playing media items, preserving fixed lanes, for track under mouse
42945|Track: Crop to playing media items, preserving fixed lanes
42946|Track: Copy playing media items to new track for track under mouse
42947|Track: Copy playing media items to new track
42949|Track lanes: Copy edited media item back to source lane and re-comp for track under mouse
42950|Track lanes: Discard media item edits and re-comp from source lane for track under mouse
42951|Edit: Dynamic split items using most recent settings
42952|Track lanes: Refresh out-of-sync comp areas for track under mouse
42953|Track lanes: Delete empty comp areas for track under mouse
42954|Track lanes: Delete empty comp areas
42955|Track lanes: Delete comp areas
42956|Track lanes: Delete comp areas (including source media)
42957|Razor edit: Select media items within razor edit area
42959|Track lanes: Move items up if possible to minimize lane usage
42960|Track: Exit fixed lane view for all fixed lane tracks in the project
42961|Track: Show only one lane for all fixed lane tracks in the project that have only one lane playing
42962|Track: Set small fixed lanes for all fixed lane tracks in the project
42963|Track: Set big fixed lanes for all fixed lane tracks in the project
42964|Move edit cursor to left edge of visible arrange view
43093|Track: Insert new track as first track
43094|Item properties: Set MIDI items to use current tempo and ignore project tempo changes, set item timebase to time
43095|Item properties: Set MIDI items to follow project tempo changes, set item timebase to beats (position, length, rate)
43096|Item properties: Set MIDI items to use current tempo and ignore project tempo changes, set item timebase to beats (position only)
43097|Options: Razor edits on small fixed lane tracks affect all lanes
43098|Track properties: Show/play only one fixed item lane
43099|Track properties: Show/play all fixed item lanes
43100|Track properties: Make fixed item lanes small
43101|Track properties: Make fixed item lanes big
43102|Regions: Set loop points to current region
43103|Regions: Set loop points to previous region
43144|Regions: Set loop points to next region
43145|Peaks: Toggle color peaks by momentary loudness (LUFS-M)
43146|Peaks: Toggle show graph of momentary loudness (LUFS-M)
43147|Peaks: Toggle color peaks by short-term loudness (LUFS-S)
43148|Peaks: Toggle show graph of short-term loudness (LUFS-S)
43149|Options: Show peak value tooltips on media items (and loudness, if peaks are configured to calculate it)
43150|FX: Toggle preference: Auto-bypass FX that require PDC on record arm-affected tracks
43151|Options: New recording adds lanes in layers (multiple lanes play at once)
43152|Options: New recording adds lanes (new lanes play exclusively)
43153|Options: New recording does not add lanes
43154|Item: Import media cues as take markers
43155|Item: Up-rank take or comp area under mouse
43156|Item: Down-rank take or comp area under mouse
43157|Item: Up-rank take marker at play position or edit cursor
43158|Item: Down-rank take marker at play position or edit cursor
43159|Item: Up-rank take marker at mouse position
43160|Item: Down-rank take marker at mouse position
43161|Item: Clear up-rank/down-rank markers
43162|Item: Clear up-rank/down-rank markers for take under mouse
43163|Item: Delete takes for item under mouse that are down-ranked (no confirm)
43164|Item: Delete takes for item under mouse that are not up-ranked (no confirm)
43165|Track: Clear up-rank/down-rank markers for all items on track
43166|Track: Delete takes for all items on track that are not up-ranked (no confirm)
43167|Track: Delete takes for all items on track that are down-ranked (no confirm)
43168|Item: Split at take markers (active take only)
43169|Item: Split at take markers for item under mouse (active take only)
43170|Item: Split at take markers for all items on track (active takes only)
43171|Item: Split at take markers (all takes)
43172|Item: Split at take markers for item under mouse (all takes)
43173|Item: Split at take markers for all items on track (all takes)
43174|Item: Up-rank take marker at 1 second before play position, or at edit cursor if not playing back
43175|Item: Down-rank take marker at 1 second before play position, or at edit cursor if not playing back
43176|Item: Up-rank take marker at 2 seconds before play position, or at edit cursor if not playing back
43177|Item: Down-rank take marker at 2 seconds before play position, or at edit cursor if not playing back
43178|Item: Split items at edit cursor (select left)
43179|Item: Split item under mouse cursor (select left)
43180|Item: Split item under mouse cursor (ignore grouping, select left)
43181|Item: Add/edit take marker at time selection
43182|Item: Delete take markers in time selection
43183|Item: Up-rank take marker at time selection
43184|Item: Down-rank take marker at time selection
43185|View: Toggle show TCP area
43188|View: Toggle to alternate TCP area width (alternate is zero by default)
43191|Options: Crossfade left when splitting
43192|Options: Crossfade right when splitting
43193|Options: Crossfade center when splitting
43194|View: Toggle display mouse position indicator vertical line in arrange view
43195|Options: Respect toolbar auto-crossfade button on split
43196|Options: Cycle split options: Crossfade left, crossfade center, crossfade right, no crossfade
43197|Item: Cycle through up-rank/down-rank levels for active take or last recording pass
43198|Item: Cycle through up-rank/down-rank levels for take or comp area under mouse
43199|Item: Cycle through up-rank/down-rank levels for take marker at play position or edit cursor
43200|Item: Cycle through up-rank/down-rank levels for take marker at mouse position
43201|Item: Cycle through up-rank/down-rank levels for take marker at time selection
43202|Item: Clear up-rank/down-rank markers within time selection
43203|View: If displayed, toggle mouse position indicator vertical line respects toolbar snap button
43205|View: Time unit for ruler: Measures.Fractions
43206|Ruler: Display selected regions over unselected regions when overlapping
43207|Peaks: Toggle show spectral peaks and graph of momentary loudness (LUFS-M)
43208|Peaks: Toggle show spectral peaks and graph of short-term loudness (LUFS-S)
43209|Peaks: Toggle spectral peaks + spectrogram
43210|Loop points: Move start point to cursor (preserve length)
43211|Loop points: Move end point to cursor (preserve length)
43212|Time selection: Move start point to cursor (preserve length)
43213|Time selection: Move end point to cursor (preserve length)
43214|Group: Select all tracks in group 65
43215|Group: Select all tracks in group 66
43216|Group: Select all tracks in group 67
43217|Group: Select all tracks in group 68
43218|Group: Select all tracks in group 69
43219|Group: Select all tracks in group 70
43220|Group: Select all tracks in group 71
43221|Group: Select all tracks in group 72
43222|Group: Select all tracks in group 73
43223|Group: Select all tracks in group 74
43224|Group: Select all tracks in group 75
43225|Group: Select all tracks in group 76
43226|Group: Select all tracks in group 77
43227|Group: Select all tracks in group 78
43228|Group: Select all tracks in group 79
43229|Group: Select all tracks in group 80
43230|Group: Select all tracks in group 81
43231|Group: Select all tracks in group 82
43232|Group: Select all tracks in group 83
43233|Group: Select all tracks in group 84
43234|Group: Select all tracks in group 85
43235|Group: Select all tracks in group 86
43236|Group: Select all tracks in group 87
43237|Group: Select all tracks in group 88
43238|Group: Select all tracks in group 89
43239|Group: Select all tracks in group 90
43240|Group: Select all tracks in group 91
43241|Group: Select all tracks in group 92
43242|Group: Select all tracks in group 93
43243|Group: Select all tracks in group 94
43244|Group: Select all tracks in group 95
43245|Group: Select all tracks in group 96
43246|Group: Select all tracks in group 97
43247|Group: Select all tracks in group 98
43248|Group: Select all tracks in group 99
43249|Group: Select all tracks in group 100
43250|Group: Select all tracks in group 101
43251|Group: Select all tracks in group 102
43252|Group: Select all tracks in group 103
43253|Group: Select all tracks in group 104
43254|Group: Select all tracks in group 105
43255|Group: Select all tracks in group 106
43256|Group: Select all tracks in group 107
43257|Group: Select all tracks in group 108
43258|Group: Select all tracks in group 109
43259|Group: Select all tracks in group 110
43260|Group: Select all tracks in group 111
43261|Group: Select all tracks in group 112
43262|Group: Select all tracks in group 113
43263|Group: Select all tracks in group 114
43264|Group: Select all tracks in group 115
43265|Group: Select all tracks in group 116
43266|Group: Select all tracks in group 117
43267|Group: Select all tracks in group 118
43268|Group: Select all tracks in group 119
43269|Group: Select all tracks in group 120
43270|Group: Select all tracks in group 121
43271|Group: Select all tracks in group 122
43272|Group: Select all tracks in group 123
43273|Group: Select all tracks in group 124
43274|Group: Select all tracks in group 125
43275|Group: Select all tracks in group 126
43276|Group: Select all tracks in group 127
43277|Group: Select all tracks in group 128
43278|Group: Enable group 65
43279|Group: Enable group 66
43280|Group: Enable group 67
43281|Group: Enable group 68
43282|Group: Enable group 69
43283|Group: Enable group 70
43284|Group: Enable group 71
43285|Group: Enable group 72
43286|Group: Enable group 73
43287|Group: Enable group 74
43288|Group: Enable group 75
43289|Group: Enable group 76
43290|Group: Enable group 77
43291|Group: Enable group 78
43292|Group: Enable group 79
43293|Group: Enable group 80
43294|Group: Enable group 81
43295|Group: Enable group 82
43296|Group: Enable group 83
43297|Group: Enable group 84
43298|Group: Enable group 85
43299|Group: Enable group 86
43300|Group: Enable group 87
43301|Group: Enable group 88
43302|Group: Enable group 89
43303|Group: Enable group 90
43304|Group: Enable group 91
43305|Group: Enable group 92
43306|Group: Enable group 93
43307|Group: Enable group 94
43308|Group: Enable group 95
43309|Group: Enable group 96
43310|Group: Enable group 97
43311|Group: Enable group 98
43312|Group: Enable group 99
43313|Group: Enable group 100
43314|Group: Enable group 101
43315|Group: Enable group 102
43316|Group: Enable group 103
43317|Group: Enable group 104
43318|Group: Enable group 105
43319|Group: Enable group 106
43320|Group: Enable group 107
43321|Group: Enable group 108
43322|Group: Enable group 109
43323|Group: Enable group 110
43324|Group: Enable group 111
43325|Group: Enable group 112
43326|Group: Enable group 113
43327|Group: Enable group 114
43328|Group: Enable group 115
43329|Group: Enable group 116
43330|Group: Enable group 117
43331|Group: Enable group 118
43332|Group: Enable group 119
43333|Group: Enable group 120
43334|Group: Enable group 121
43335|Group: Enable group 122
43336|Group: Enable group 123
43337|Group: Enable group 124
43338|Group: Enable group 125
43339|Group: Enable group 126
43340|Group: Enable group 127
43341|Group: Enable group 128
43342|File: Open render statistics charts from most recent render in web browser (hide project regions/markers)
43343|File: Open render statistics charts from most recent render in web browser (hide file paths and project regions/markers)
43344|Item properties: Normalize items using most recent settings (force normalize to loudest item)
43345|Ruler: Set 0:00 to current edit cursor
43346|Ruler: Reset project start time
43347|Ruler: Set measure 1 to nearest measure to current edit cursor
43348|Ruler: Reset project start measure
43349|File: Dry run render project, using the most recent render settings
43401|Toolbars: Show toolbar 1 as menu
43402|Toolbars: Show toolbar 2 as menu
43403|Toolbars: Show toolbar 3 as menu
43404|Toolbars: Show toolbar 4 as menu
43405|Toolbars: Show toolbar 5 as menu
43406|Toolbars: Show toolbar 6 as menu
43407|Toolbars: Show toolbar 7 as menu
